striker_balls_faced,non_striker_balls_faced,striker_rotation_rate,non_striker_rotation_rate,striker_pp_balls,non_striker_pp_balls,striker_middle_balls,non_striker_middle_balls,striker_death_balls,non_striker_death_balls,striker_overall_sr,non_striker_overall_sr,striker_pp_sr,non_striker_pp_sr,striker_middle_sr,non_striker_middle_sr,striker_death_sr,non_striker_death_sr,bowler_total_wickets,bowler_total_balls,bowler_pp_balls,bowler_middle_balls,bowler_death_balls,bowler_pp_wk_po,bowler_middle_wk_po,bowler_death_wk_po,bowler_overall_economy,bowler_pp_economy,bowler_middle_economy,bowler_death_economy,inter_total_matchup_balls,inter_wickets,inter_wicket_rate,inter_strike_rate
381.16927453769557,381.16927453769557,0.35648189492468685,0.35648189492468685,139.3570412517781,139.3570412517781,175.01280227596018,175.01280227596018,66.79943100995733,66.79943100995733,124.6865432143492,124.6865432143492,127.5813727687495,127.5813727687495,127.5978614100854,127.5978614100854,137.10216547435795,137.10216547435795,23.0,487.20363636363635,178.12363636363636,223.6981818181818,85.38181818181818,0.1719668976418427,0.22038850080920322,0.3394039111526298,8.694834784265893,7.030761001669891,8.028810715503202,7.293100278773498,9.077918558167898,0.4272308421979809,8.286276859620097,127.72039321012024
